sample,FG001,FG002,FG003,FG004,FG005,FG006,FG007,FG009,FG010,FG011,FG013,FG014,FG015,FG016,FG017,FG018,FG019,FG021,FG024,FG026,FG027,FG031,FG032,FG033,FG034,FG035,FG100_B,FG101_B,FG102_B,FG103_B,FG104_B,FG106,FG107,FG108,FG109,FG111,FG201,FG202,FG203,FG204,FG205,FG206,FG207,FG209,FG210,FG211,FG212,Q314,Q316,Q318,Q323,Q324,Q325,Q326,Q330,Q332,Q334,Q338,Q339,Q347,Q351,Q352,Q353,Q354,Q355,Q356
12092,0606,0612,0000,0808,0606,0000,0909,0511,0811,0000,0608,0606,0000,0606,1112,0606,0111,0606,1212,0808,0308,0606,0606,0808,0606,1111,0101,0611,1112,0606,1111,0000,0810,0000,1111,0000,0611,0202,0911,1212,0000,0202,0611,1117,0000,1212,1111,1212,0606,1111,1717,0611,0000,0808,0609,0000,0611,0611,0106,0611,0606,1111,0000,0406,0111,0611
12093,0909,0909,0909,0911,0911,0509,0909,0909,0909,0909,0509,0509,0509,0000,0909,0609,0000,0909,0909,0909,0909,0909,0609,0909,0909,0000,0909,0305,0509,0909,0909,0509,0909,0909,0509,0509,0909,0910,0909,0909,0909,0909,0909,0511,0809,0609,0909,0909,0909,0909,0909,0409,0610,0509,0909,0909,0909,0909,0607,0509,0109,0909,0000,0909,0209,0909
12097,0101,0000,0404,0101,0810,0000,0404,0404,1010,0101,0407,0101,0303,0404,0404,0101,0000,0404,0101,0104,0304,0104,0404,0411,0407,0404,0407,0104,0104,0104,0101,0202,0307,0107,0104,0407,0404,0107,0404,0303,0404,0104,0101,0411,0607,0110,0101,0407,0707,0407,0104,0407,0404,0808,0000,0000,0404,0707,0407,0101,0101,0107,0408,0409,0404,0407
12098,0505,0505,0505,0000,0505,0505,0505,0505,0508,0505,0505,0505,0505,0505,0508,0505,0505,0505,0505,0505,0505,0505,0508,0505,0505,0000,0505,0505,0205,0505,0505,0505,0305,0405,0505,0508,0505,0505,0505,0505,0505,0505,0000,0508,0505,0505,0505,0505,0507,0505,0505,0505,0505,0507,0505,0505,0505,0305,0505,0808,0505,0506,0505,0505,0205,0105
12100,0404,0404,0000,0404,0404,0404,0404,0404,0000,0000,0404,0000,0404,0404,0404,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0406,0404,0304,0404,0404,0404,0406,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0202,0404,0404,0405,0404,0404,0405,0404,0404,0404,0104,0404,0000,0404,0404,0404,0404,0000,0404,0000,0404
12101,0404,0304,0000,0000,0204,0204,0304,0204,0203,0204,0204,0404,0202,0404,0304,0000,0304,0203,0000,0204,0404,0202,0404,0203,0404,0204,0204,0104,0304,0204,0202,0204,0104,0404,0204,0404,0404,0203,0304,0404,0404,0404,0404,0404,0304,0304,0202,0202,0204,0204,0204,0000,0404,0404,0404,0404,0202,0000,0203,0203,0203,0204,0404,0404,0204,0404
12104,0312,0606,0000,0313,0303,0113,0303,0303,0308,0303,0303,0303,0303,0000,0000,0303,0000,0303,0303,0000,0310,0303,0000,0303,0303,0308,0303,0311,0303,1313,0305,1111,0303,0303,0303,0303,0202,0312,0311,0813,0303,0303,0303,0308,0303,0809,0303,1313,0303,0303,0303,0311,0303,0303,0303,0303,0303,0303,0307,0304,0303,0303,0303,0303,0306,0303
12105,0606,0112,0606,0606,0606,0808,0612,0606,1515,0101,0608,0000,0606,0606,0606,0106,0606,0614,1212,0812,1111,0000,0606,0606,1212,0000,1616,0808,0616,1010,0506,0808,0606,0607,0812,1616,0106,0416,0609,0606,0608,1114,0612,0000,0000,0606,0608,0606,1516,0306,0108,0000,0614,0606,0606,0812,0606,0101,1112,0000,0000,0606,0000,0612,0206,0606
12106,0406,0104,0404,0404,0406,0104,0204,0404,0404,0104,0404,0404,0404,0404,0404,0404,0404,0606,0104,0404,0404,0000,0404,0406,0104,0404,0404,0404,0104,0404,0404,0104,0404,0404,0104,0404,0404,0404,0404,0404,0606,0404,0000,0404,0404,0404,0404,0204,0404,0303,0404,0406,0404,0104,0404,0104,0404,0404,0405,0606,0101,0404,0000,0104,0404,0404
12107,0000,0405,0505,0505,0000,0505,0505,0505,0000,0305,0505,0101,0505,0000,0405,0505,0505,0000,0505,0505,0505,0304,0000,0505,0505,0505,0205,0404,0505,0505,0505,0304,0505,0505,0505,0505,0000,0505,0505,0405,0505,0505,0304,0404,0405,0404,0404,0505,0305,0505,0305,0404,0505,0303,0000,0305,0000,0505,0305,0305,0505,0505,0505,0505,0505,0405
12108,0505,0811,0000,0505,0505,0808,0809,0808,0505,1111,0000,0811,0508,0811,0511,0505,0507,0106,0811,0508,1010,0909,0508,0505,1111,0811,0508,0808,0505,1111,0808,1111,0208,0411,0000,0505,0809,0808,0505,0811,0708,0508,0507,0508,0811,0505,0505,0511,0808,0508,0000,0505,0507,0808,0507,0708,0711,0507,0505,0000,0505,0511,0505,0505,0308,0508
12115,0313,0303,0315,0313,0303,0309,0606,0313,0000,0613,0306,1313,0303,1010,0308,0313,0313,0303,1313,0000,0813,1213,1313,0808,0813,1313,0313,1313,0713,0308,0313,0313,1313,0315,0310,0106,1313,0313,0303,0203,1013,0313,0813,0303,1113,0308,1313,0808,0610,0312,0303,0303,0303,0313,0313,0313,0000,0303,0303,0308,0303,0305,0311,1313,0306,1314
12116,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0203,0202,0000,0000,0202,0202
12117,0909,0808,0109,0909,0909,0409,0909,0000,0909,0909,0910,0912,0909,0109,0909,0909,0909,0909,0109,0909,0909,0909,0909,0909,0909,0909,0909,0909,0909,0209,0909,0909,0909,0909,0109,0406,0910,0909,0709,0909,0909,0909,0909,0909,0909,0909,0909,0909,0909,0909,0909,0909,1113,0909,0909,0909,0909,0809,0909,0909,0909,0909,0909,0909,0109,0909
12123,0506,0606,0609,0808,0105,0909,0306,0606,0608,0000,0609,0505,0000,0606,0303,0606,0606,0708,0606,0000,0304,0000,0000,0000,0606,0609,0606,0506,0909,0000,0303,0607,0609,0808,0607,0606,0606,0909,0102,0910,0606,0606,0509,0606,0303,0606,0606,0509,0206,0306,0101,0606,0606,0303,0606,0406,0000,0000,0606,0505,0506,0000,0606,0000,0505,0606
12125,0707,0607,0606,1414,0507,0707,0507,0507,0505,0505,0202,1011,0000,0000,0707,0512,0506,0707,0000,0000,0711,0508,0000,0707,0606,0508,0508,0607,0404,0507,0607,0508,0000,0105,0709,0512,0505,0607,0506,0606,1414,1313,0505,0606,0505,0505,0207,0606,0707,0507,0707,0507,0707,0707,0607,0507,0507,0000,0707,0303,0707,0707,0707,0000,0507,0505
12128,0909,0309,0909,0909,0409,0209,0909,0913,0909,0909,0911,0909,0709,0909,0912,0909,0909,0909,0909,0909,0909,0000,0909,0909,0909,0909,0909,0909,0909,0909,0109,0909,0909,0909,0909,0000,0909,0909,0309,0909,0909,0909,0909,0911,0914,1314,0914,0909,0909,0913,0909,0909,1012,0909,0909,0309,0909,0909,0909,0909,0909,0909,1313,0909,0909,0509
12130,0505,0505,0505,0505,0405,0505,0105,0505,0205,0505,0203,0105,0205,0105,0505,0505,0505,0505,0101,0305,0105,0203,0505,0205,0505,0505,0105,0505,0505,0506,0505,0505,0505,0105,0105,0505,0105,0505,0205,0105,0508,0505,0505,0305,0505,0205,0505,0505,0103,0505,0506,0000,0505,0205,0105,0505,0505,0505,0105,0505,0505,0105,0505,0105,0505,0105
12134,0202,0202,0202,0202,0203,0202,0202,0202,0206,0205,0202,0206,0202,0202,0202,0202,0202,0102,0206,0202,0202,0202,0204,0202,0206,0000,0206,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0206,0202,0202,0202,0202,0202,0202,0202,0206,0202,0202,0202,0205,0202,0202,0202,0202,0204,0202,0202,0000,0202,0202,0202,0202,0000,0202,0207,0206
12136,1313,0913,1313,1313,1313,0713,1313,0306,0404,1313,0613,0413,1313,1313,0406,1313,1313,1313,0413,1313,1313,1313,0000,0613,0413,0000,1313,0204,0000,0312,0413,1313,0613,1313,1313,1313,0404,1313,1314,1013,0404,0513,0410,1313,0404,0113,1113,1313,1313,1313,1313,1313,1313,0000,1313,1313,1313,0413,1313,0410,0713,0713,0000,0413,1313,1313
12138,0303,0306,0404,0303,0303,0404,0202,0304,0303,0303,0303,0303,0304,0303,0303,0303,0304,0304,0303,0303,0404,0203,0203,0304,0303,0303,0000,0203,0303,0000,0202,0204,0303,0404,0406,0303,0303,0404,0202,0303,0303,0303,0000,0304,0303,0303,0304,0104,0203,0203,0304,0303,0303,0304,0304,0304,0304,0303,0304,0303,0303,0303,0000,0305,0304,0303
12140,0404,0101,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0405,0404,0406,0404,0404,0404,0406,0404,0404,0204,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0303,0404,0404,0404,0404
12141,0809,0912,0205,0000,0909,0909,0909,0101,0909,0909,0909,0909,0909,0000,0505,0000,0909,0914,0000,0909,0909,0909,0909,0909,0909,0000,0000,0909,0000,0909,0909,0411,0309,0909,0509,0409,0909,0404,0909,0910,0409,0911,0909,0000,0509,0909,0509,0909,0909,0909,0909,0913,0909,0912,0909,0909,0808,0909,0909,0909,0509,0209,0909,0909,0909,0909
12142,0711,0711,0711,0707,0211,0711,1111,0711,0711,0707,1111,0711,1111,0711,1111,0707,0711,1111,0000,1111,1111,1111,1111,0711,1111,1111,0711,0607,0711,0107,0710,0711,0610,0711,1111,0811,1112,0707,1111,0707,0707,0711,0711,0607,0711,0913,0711,0711,0000,1111,0311,0711,0711,0711,0707,1114,0711,1111,0707,1111,1111,1111,1313,0000,1111,1111
12143,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0202,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0202,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0303,0303,0103,0303,0303,0303,0303
12146,0107,0307,0307,0303,0303,0311,0303,0307,0707,0303,0310,0303,0307,0307,0307,0311,0303,0303,0404,0303,0307,0707,0303,0303,0303,0000,0307,0303,0303,0307,0311,0307,0304,0303,0406,0407,0314,0303,0303,0203,0303,0307,0303,0507,0303,0411,1213,0311,0000,0709,0303,0000,0104,0303,0307,0307,0303,0307,0303,0307,0307,0303,0303,0303,0303,0304
12150,1313,0513,0513,0606,1318,1313,1313,0413,0000,1313,0913,1313,0413,1313,1313,0713,1313,1313,1317,1313,0000,0613,0613,1313,1313,0000,1313,0713,1313,1313,0113,1313,1313,1013,1313,0808,1315,1313,0813,1113,1314,0410,1313,1313,1313,0613,1313,0813,0202,1313,0308,1313,0808,1313,1313,0813,1213,0813,1313,0808,1313,1313,1313,0000,1313,1313
12153,0809,0910,0909,0909,0808,0909,0909,0204,0000,0909,0202,0909,0909,0000,0000,0909,0909,0909,0909,0000,0209,0409,0000,0202,0208,0000,0808,0909,0909,0909,0909,0208,0909,0909,0909,0808,0209,0202,0909,0909,0202,0309,0808,0909,0909,0108,0209,0708,0209,0909,0809,0000,0505,0909,0808,0909,0909,0909,0209,0909,0909,0909,0101,0206,0209,0202
12155,1113,1013,1213,1318,1313,1314,1213,1212,1313,1313,0103,1313,1213,1313,0313,1313,1313,1313,1313,1213,1313,0913,1313,0913,0000,0911,1313,1313,1313,1313,1313,1313,0404,0413,0213,0413,1313,0000,1313,1313,0717,1315,1313,1313,1317,1313,1313,1213,0000,0613,1316,1313,1318,1212,1313,1313,1313,1213,1313,1313,0513,1313,1313,1313,1313,1213
12158,0507,0507,0507,0507,0507,0707,0000,0707,0707,0707,0505,0607,0000,0507,0507,0507,0105,0405,0707,0707,0707,0507,0000,0507,0707,0000,0507,0507,0507,0207,0107,0305,0105,0707,0707,0707,0707,0707,0207,0505,0507,0508,0707,0507,0307,0105,0707,0707,0505,0107,0507,0507,0707,0707,0505,0507,0507,0707,0707,0505,0707,0707,0505,0107,0707,0707
12164,0810,0810,1010,0208,0808,0209,0210,1010,0810,1010,0311,0808,0210,0208,0303,0310,0210,0202,0810,0810,0410,0208,1010,0000,0310,1010,1010,0808,0000,0310,0310,0208,0810,0205,0505,1010,0208,0000,0810,0000,0810,0306,0508,0810,0208,0510,0000,1010,0408,1010,0303,0808,0808,1010,1010,0810,1010,0310,0310,0000,0000,1010,1010,1010,0310,0210
12166,1227,1717,0000,1330,2830,2330,2830,3030,1212,0000,0812,0712,2828,1212,1212,3030,1228,1212,1322,1212,3030,0000,1230,0312,0000,2727,0000,3030,1212,0000,0404,1221,0000,1313,1212,0000,1212,1212,2130,0328,0505,1228,1830,2033,1212,1012,0612,1224,3034,1230,0312,0000,1230,0211,0912,0512,1212,0000,1212,0000,1222,1818,0000,3030,1213,0000
12168,0808,0106,0108,0808,0106,0608,0606,0808,0000,0108,0000,0811,0608,0608,0108,0808,0608,0808,0000,0608,0812,0000,0108,0000,0612,0108,0808,0208,0608,0808,0808,0507,0608,0606,0106,0101,0608,0106,0608,0608,0101,0108,0308,0608,0808,0808,0608,0608,0608,0606,0108,0108,0808,0808,0101,0606,0808,0808,0406,0000,0101,0608,0000,0108,0808,0308
12170,0610,1010,0910,1724,1010,1010,1010,1017,0000,1010,1919,0111,1015,1010,2222,0000,1010,0115,0909,0000,1719,1015,1010,1313,0000,0916,0917,0110,0810,0000,1010,1022,1010,1010,1414,1024,0410,1010,0122,0910,1017,1023,1717,0318,1019,0709,1010,2121,1020,0610,1212,1010,0510,0110,1016,1010,1010,1010,1010,1616,0110,1313,1010,1313,0210,0910
12176,1010,0210,1010,0303,1010,1010,0810,1010,1010,0101,1010,1010,1010,1010,0310,1010,1010,0810,1010,1010,0000,1010,1010,1010,1010,1010,0000,1014,1010,0810,1010,1010,0101,0910,1013,1010,1010,0810,1010,0808,0810,1010,1010,1414,1010,0810,1010,1010,1010,0710,1010,1010,1010,1010,0610,1014,0000,0000,1010,1010,0310,1010,0000,1010,1010,1010
12177,0000,0204,0204,0304,0202,0304,0204,0204,0104,0204,0404,0404,0202,0000,0202,0203,0204,0204,0204,0202,0204,0304,0202,0204,0404,0203,0204,0202,0404,0404,0202,0204,0202,0404,0204,0202,0202,0202,0204,0304,0204,0202,0102,0202,0202,0204,0204,0404,0204,0204,0204,0204,0204,0204,0204,0204,0404,0204,0404,0204,0202,0204,0304,0303,0204,0404
12179,0000,1313,1012,1212,1212,0712,0000,1212,1212,1212,1112,1012,0712,1212,1212,1212,0712,1212,1212,0000,0712,0000,0000,1218,1212,1212,1012,1212,1212,0812,0912,0310,1212,1212,0212,1212,0610,1212,0000,1212,0812,0707,0812,1215,1012,0000,0112,1219,1213,1212,0512,1216,1212,1212,0000,1213,1111,0812,0712,0714,0710,0404,0707,1212,1212,1217
12181,0505,0505,0000,0000,0505,0505,0505,0505,0505,0505,0505,0505,0405,0505,0405,0000,0205,0205,0205,0505,0505,0505,0205,0305,0505,0505,0505,0505,0205,0505,0505,0205,0505,0505,0202,0205,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0405,0505,0505,0505,0505,0505,0205,0105,0505,0507,0000,0000,0505,0505,0205
12186,0303,0202,0000,0303,0202,0101,0305,0203,0000,0203,0303,0202,0203,0202,0202,0203,0303,0202,0101,0202,0203,0202,0203,0000,0203,0202,0102,0303,0202,0203,0202,0303,0303,0202,0203,0203,0203,0203,0202,0303,0202,0203,0203,0103,0203,0203,0203,0204,0203,0102,0203,0203,0203,0203,0205,0303,0303,0202,0303,0203,0203,0103,0103,0303,0303,0203
12187,0303,0000,0303,0000,0303,0303,0000,0303,0303,0303,0505,0305,0303,0000,0303,0303,0303,0000,0303,0303,0303,0303,0000,0303,0303,0303,0101,0303,0303,0303,0404,0303,0505,0303,0000,0303,0303,0305,0000,0505,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303,0000,0303,0303,0303,0203,0303,0000,0000,0303,0303,0303,0303
12191,0101,0101,0101,0101,0101,0000,0101,0101,0101,0101,0101,0101,0103,0103,0000,0101,0101,0101,0101,0101,0101,0000,0000,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0000,0101,0101,0101,0103,0101,0000,0101,0404,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0000,0101,0101,0102
12193,1313,0510,0513,1010,1617,0101,1012,0000,0113,1010,0000,0810,0000,0000,0510,1010,1010,0000,0000,0510,1010,0510,1515,0310,0000,0101,0510,1515,1010,0713,0210,1313,0105,1113,1010,1010,0505,1013,1016,0510,1010,0000,0513,1313,1212,1013,1818,0505,1616,1010,1616,1414,1010,1013,0613,0000,1010,0510,1010,1011,1010,0000,0505,1010,0510,0810
12195,1820,1619,1616,0000,0718,0000,1013,0000,1818,0000,0718,0000,0000,1818,1818,1818,0718,0808,1818,1818,0000,1818,1818,0918,1818,1818,0918,1616,1818,2727,0312,0000,1818,2323,1818,0000,1218,0000,1818,1018,1818,1126,0318,1821,1818,1818,0000,1218,1825,0000,1313,1318,1318,1818,0118,0000,1818,1818,1127,1818,1818,1618,0000,1824,1618,0000
12197,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
12206,0000,0408,0707,0000,0707,0707,0000,0707,1212,0000,0212,1212,0707,0707,0707,0707,0707,0707,0000,0707,0712,0707,0707,0707,0712,0101,0307,0606,0707,0707,0707,1212,0511,0000,1214,0404,0407,0707,0202,0707,0101,0707,0202,0707,1212,0101,0000,0710,0707,0707,0707,0207,0712,1212,0000,0207,1213,1212,0707,0407,0909,0207,0000,0715,0202,1212
12208,1111,0000,1111,0000,0000,0711,1111,0000,1111,0211,1111,0611,1111,1111,1112,0000,1111,0000,0000,0611,0911,1111,1111,0000,0000,1111,1111,0000,0611,1111,1111,1111,1112,1111,0000,1111,1113,1111,1111,1111,0000,1111,0000,1111,0811,1111,0611,1112,1111,0611,0611,1111,0611,1111,1111,0211,1112,1111,0211,0611,1111,0000,1111,1111,0811,1115
12213,1212,0808,0000,0606,0609,0606,0606,0606,0212,0000,0606,0109,0306,0606,0306,0912,0909,0606,0606,1111,0303,0811,1112,0000,1010,0000,0612,0000,0909,0609,0506,0606,0612,1012,0000,0203,0606,0612,0611,0212,0509,0000,0606,0112,0606,0101,0303,0607,0409,0606,0612,0808,0609,0606,0611,0606,0809,1212,0909,0106,0509,0608,0000,0606,1111,0612
12216,0505,0405,0505,0505,0405,0405,0505,0508,0505,0505,0105,0505,0505,0505,0505,0505,0505,0505,0505,0505,0405,0508,0505,0505,0105,0505,0505,0505,0507,0505,0505,0000,0505,0505,0404,0505,0405,0509,0505,0105,0000,0105,0505,0508,0508,0509,0405,0505,0505,0505,0505,0505,0505,0405,0505,0405,0404,0104,0505,0505,0505,0505,0404,0505,0508,0505
12217,0404,0104,0404,0101,0104,0101,0104,0404,0104,0104,0104,0404,0000,0101,0404,0104,0101,0404,0104,0101,0103,0104,0104,0104,0101,0101,0101,0404,0101,0104,0101,0104,0101,0101,0101,0104,0404,0101,0101,0104,0101,0104,0404,0101,0101,0101,0405,0404,0104,0101,0104,0104,0404,0104,0404,0101,0102,0104,0104,0101,0404,0101,0101,0104,0101,0405
12223,0404,0404,0404,0404,0404,0404,0404,0404,0404,0000,0404,0104,0404,0000,0404,0404,0404,0404,0404,0000,0404,0304,0404,0404,0404,0404,0404,0505,0404,0404,0404,0404,0000,0404,0404,0000,0404,0404,0000,0404,0404,0404,0404,0000,0202,0404,0404,0000,0404,0404,0404,0404,0404,0404,0404,0404,0304,0000,0406,0404,0404,0404,0404,0404,0404,0000
12224,0909,0211,0909,0909,0910,0109,0109,0909,0102,0808,0909,0101,0808,0404,1010,0809,0909,0909,0000,0909,0909,0909,0102,0000,0109,0909,0909,0609,0909,0909,0909,0909,0109,0209,0109,0209,0809,0208,0811,0911,0909,0808,0109,0209,0102,0909,0909,0909,0209,0909,0709,0209,0909,0409,0109,0000,0409,0809,0101,0208,0910,0909,0000,0105,0809,0909
12227,0303,0307,0203,0304,0304,0305,0303,0303,0404,0304,0404,0304,0103,0303,0000,0303,0304,0101,0303,0304,0304,0404,0303,0304,0304,0304,0303,0304,0407,0303,0303,0103,0304,0000,0304,0304,0303,0303,0304,0303,0104,0303,0103,0203,0304,0303,0303,0303,0103,0103,0303,0000,0303,0303,0304,0304,0203,0103,0304,0303,0304,0304,0101,0303,0303,0303
12229,0909,0000,0000,0000,0000,0909,0000,0709,0909,0909,0909,0909,0909,0808,0909,0912,0912,0914,0909,0910,0909,0000,0909,0909,0909,0909,0000,0909,0909,0909,0909,0303,0909,0615,0609,0914,0209,0000,0912,0909,0612,0909,0909,0909,0909,0509,0914,0609,0912,0914,1313,0809,0909,0909,0404,0909,0109,0909,0610,0909,0909,0909,1414,0909,1010,1214
12235,0114,0000,0000,0000,0419,2020,0619,0223,0619,0619,1010,1010,1919,1010,0606,0610,1010,0000,0000,1919,1019,1919,1919,0000,1019,2121,0000,0202,1019,1019,0707,1919,1919,1010,1919,1919,0707,1719,1819,1919,1010,1010,0000,2121,1926,0611,0000,0000,2323,1010,0724,0310,1219,1919,2327,0710,1925,1818,1010,0919,0716,0000,0000,0000,0519,1919
12238,0000,0909,0404,0407,0208,0809,0409,0404,0405,0404,0505,0407,0404,0408,0409,1010,0808,1111,0202,0808,0404,0404,0000,1212,0808,0909,0407,0810,0909,0000,0913,0000,0409,0909,0404,0505,0909,0808,0404,0404,0808,0000,0404,0404,0408,0303,0910,0408,0809,0404,0404,0408,0404,0404,0000,0909,0405,0000,0808,0404,0909,0407,0000,0404,0404,0408
12241,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202
12247,0203,0202,0303,0203,0203,0202,0202,0303,0202,0303,0202,0303,0202,0203,0203,0202,0202,0303,0203,0202,0203,0303,0203,0202,0202,0203,0303,0404,0202,0203,0000,0000,0202,0203,0303,0203,0203,0203,0303,0203,0202,0202,0203,0202,0202,0202,0203,0202,0203,0303,0202,0202,0202,0202,0202,0202,0202,0203,0102,0202,0305,0202,0202,0203,0303,0000
12248,0707,0101,0107,0101,0711,0101,0000,0101,0707,0000,0101,0107,0707,0506,0101,0707,0707,0707,0101,0101,0107,0107,0107,0101,0101,0000,0707,0101,0101,0707,0101,0107,0305,0000,0000,0607,0607,0107,0101,0101,0107,0107,0707,0101,0101,0101,0101,0107,0111,0101,0105,0107,0107,0101,0407,0710,0607,0107,0607,0108,0101,0707,0103,0107,0101,0109
12253,0000,1111,0606,0606,1313,0313,1111,0000,0606,0613,0611,0611,0000,1111,0000,0404,0909,0000,1111,0404,1313,0606,1111,1010,1111,0000,0211,0611,1315,0606,0611,1113,0303,1313,0611,0606,1114,1111,0606,0000,0000,1212,1313,1113,0000,0606,0000,0000,0611,0000,0404,1113,0611,1313,0611,0000,0000,0000,0606,1111,0000,1111,0606,0611,1313,0611
12255,0412,0000,0606,0000,0606,1111,0404,0608,1313,0613,0608,0606,0606,0000,0606,0606,0608,0608,0606,0000,0606,0000,0606,0406,0606,0606,0606,0606,0613,0606,1313,0606,0204,0611,0206,1314,0000,0000,0606,1313,0610,0606,0606,0808,0613,0606,0000,0101,0613,0404,0407,0606,0000,0606,0000,0406,0614,0606,0406,0606,0606,0615,0406,0606,0606,0606
12259,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0102,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303
12262,0000,0407,0606,1010,0606,0406,0404,0000,0606,0000,0606,0404,0406,0606,0404,0404,0000,0404,0404,0406,0909,0000,0606,0606,0606,0909,0606,0000,0404,0606,0106,0000,0610,0303,0606,0406,0000,0606,0408,0606,0606,0606,0406,0404,0000,0404,0606,0606,0606,0606,0606,0406,0406,0404,0606,0404,0606,0606,0606,0610,0506,0606,0000,0206,0404,0306
12265,0606,0606,0606,0606,0808,0612,0606,0909,0608,0606,0608,0211,0606,0707,0606,0608,0608,0808,0608,0608,0606,0808,0808,0606,0608,0000,0707,0102,0808,0206,0608,0000,0606,0608,0606,0606,0608,0808,0612,0606,0206,0308,0606,0606,0606,0606,0607,0404,0606,0608,0606,0206,0608,0606,0606,0607,0506,0608,0606,0606,0608,0606,0000,0608,0613,0608
12266,0102,0404,0202,0204,0204,0406,0204,0202,0104,0404,0204,0204,0404,0202,0204,0204,0102,0404,0204,0404,0102,0204,0204,0204,0102,0204,0404,0202,0404,0202,0204,0202,0204,0202,0406,0404,0202,0206,0202,0202,0202,0203,0202,0204,0202,0204,0404,0204,0204,0204,0204,0204,0202,0204,0104,0204,0404,0202,0204,0202,0205,0404,0000,0204,0202,0202
12271,1021,1323,1013,1320,0000,0113,1320,1315,1320,1621,1013,2121,0313,0416,1021,1313,0000,1313,1313,1313,1011,1313,1313,1313,1313,1321,1320,1320,1013,1022,1010,1313,1420,0000,1010,0000,0620,1313,2222,0613,1020,0322,1013,0213,1013,0413,0000,1320,1818,0110,1010,1320,2020,0313,1616,0000,1013,2020,1316,1321,0000,1010,1313,0413,1010,1320
12272,0102,0203,0102,0103,0102,0102,0101,0102,0101,0101,0101,0101,0101,0000,0102,0101,0102,0102,0102,0101,0102,0101,0102,0101,0101,0101,0101,0101,0202,0102,0101,0102,0101,0101,0102,0101,0101,0101,0101,0102,0101,0101,0101,0202,0102,0101,0101,0101,0102,0101,0101,0101,0101,0101,0102,0101,0101,0102,0102,0102,0102,0101,0000,0101,0102,0101
12273,0508,0211,0811,0000,1111,0412,1111,1111,1111,1111,0911,1112,0411,0911,1111,1111,0911,0611,0412,0000,1111,1112,1112,0811,0404,0911,0111,0000,0812,0412,0911,1111,1112,1111,0611,1112,1112,0408,1111,0000,0411,1212,0411,1111,0911,1111,0811,0611,0207,1111,1111,0811,0611,0811,1011,1112,1112,1111,0812,1111,1011,1111,0000,0308,1112,0211
12276,0101,0101,0202,0202,0101,0102,0101,0101,0101,0101,0101,0202,0101,0102,0101,0101,0101,0101,0000,0101,0101,0101,0101,0102,0102,0101,0101,0102,0102,0101,0102,0103,0101,0102,0101,0101,0101,0202,0103,0102,0101,0101,0101,0202,0101,0102,0101,0101,0102,0101,0102,0104,0102,0101,0101,0102,0101,0104,0102,0102,0102,0101,0102,0202,0101,0103
